Id,Label,debug,In-Degree,Out-Degree,Degree,Weighted Degree,Weighted In-Degree,Weighted Out-Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Authority,Hub,Modularity Class,PageRank,Eigenvector Centrality,Component ID,Strongly-Connected ID,Clustering Coefficient
1528.0,JAX,3712.0,26,26,52,52.0,26.0,26.0,8.0,3.2685873605947955,357.62999206374127,6.674907E-4,6.6806877E-4,3,5.075505953387726E-4,0.14070537870075012,0,22,0.82769233
1529.0,DRO,3713.0,3,3,6,6.0,3.0,3.0,8.0,3.617100371747212,0.0,9.888752E-5,9.8973156E-5,3,1.0653857209046405E-4,0.0173186763878773,0,22,1.0
1530.0,IAD,3714.0,122,126,248,248.0,122.0,126.0,7.0,2.675340768277571,143172.46686595684,0.003040791,0.0030434246,3,0.0024954317528528,0.5012244690698743,0,22,0.2248469
1531.0,CLL,3715.0,2,2,4,4.0,2.0,2.0,8.0,3.6000619578686495,0.0,7.416563E-5,7.4229865E-5,3,8.418437275508924E-5,0.014303936570957762,0,22,1.0
1532.0,MKE,3717.0,30,30,60,60.0,30.0,30.0,7.0,3.209727385377943,70.17447129293032,7.6637825E-4,7.670419E-4,3,5.83689910256523E-4,0.1617345163040612,0,22,0.9275862
1533.0,ABI,3718.0,1,1,2,2.0,1.0,1.0,8.0,3.6939281288723667,0.0,4.944376E-5,4.9486578E-5,3,6.586180075922053E-5,0.00714458886201221,0,22,0.0
1534.0,COU,3719.0,2,2,4,4.0,2.0,2.0,8.0,3.502168525402726,0.0,7.416563E-5,7.4229865E-5,3,8.418385833549304E-5,0.016317757742107114,0,22,1.0
1535.0,PDX,3720.0,57,57,114,114.0,57.0,57.0,8.0,2.9953531598513012,31345.60917185712,0.001433869,0.0014351107,3,0.0012876857557718945,0.20153304992671905,0,22,0.37205082
1536.0,PBI,3722.0,23,23,46,46.0,23.0,23.0,8.0,3.258364312267658,1128.258367204599,5.9332506E-4,5.938389E-4,3,4.760404001203325E-4,0.11094440551275464,0,22,0.64426875
1537.0,OGS,3724.0,1,1,2,2.0,1.0,1.0,9.0,4.38723667905824,0.0,4.944376E-5,4.9486578E-5,3,6.650542825326815E-5,0.0015364952704261393,0,22,0.0
1538.0,BFI,3726.0,2,2,4,4.0,2.0,2.0,2.0,1.3333333333333333,5.0,7.416563E-5,7.4229865E-5,17,4.7613639966210186E-4,2.962403080342121E-4,3,30,0.16666667
1539.0,HNL,3728.0,50,51,101,101.0,50.0,51.0,8.0,2.9296778190830235,162856.72518616886,0.0012608158,0.0012619077,3,0.0013641349643578446,0.17518037965332467,0,22,0.28996983
1540.0,DSM,3729.0,17,17,34,34.0,17.0,17.0,8.0,3.350371747211896,1221.7276582704,4.449938E-4,4.4537918E-4,3,3.5829323381584416E-4,0.08720955917035675,0,22,0.61764705
1541.0,DTM,373.0,29,28,57,57.0,29.0,28.0,8.0,3.4659231722428747,695.398659783243,7.4165635E-4,7.4229867E-4,19,4.544106999571587E-4,0.11140333364954777,0,22,0.24630542
1542.0,EWN,3730.0,2,2,4,4.0,2.0,2.0,8.0,3.676270136307311,0.0,7.416563E-5,7.4229865E-5,3,8.264147780778887E-5,0.014738975734016344,0,22,1.0
1543.0,SAN,3731.0,56,55,111,111.0,56.0,55.0,7.0,3.0120817843866172,9442.815702094142,0.001409147,0.0014103674,3,0.001118237295460202,0.23190103376871432,0,22,0.5018797
1544.0,MLU,3732.0,3,3,6,6.0,3.0,3.0,8.0,3.546158612143742,0.0,9.888752E-5,9.8973156E-5,3,1.031346140141346E-4,0.022930761555637755,0,22,1.0
1545.0,ONT,3734.0,15,14,29,29.0,15.0,14.0,8.0,3.4117100371747213,88.37756517001168,3.9555007E-4,3.9589262E-4,3,3.333045964952114E-4,0.06136083653938736,0,22,0.7809524
1546.0,ROW,3736.0,1,1,2,2.0,1.0,1.0,8.0,3.6939281288723667,0.0,4.944376E-5,4.9486578E-5,3,6.586180075922053E-5,0.00714458886201221,0,22,0.0
1547.0,BRO,3738.0,2,2,4,4.0,2.0,2.0,8.0,3.6000619578686495,0.0,7.416563E-5,7.4229865E-5,3,8.418437275508924E-5,0.014303936570957762,0,22,1.0
1548.0,DHN,3739.0,1,1,2,2.0,1.0,1.0,8.0,3.689281288723668,0.0,4.944376E-5,4.9486578E-5,3,6.509452954182635E-5,0.008626824984679987,0,22,0.0
1549.0,AGB,374.0,1,1,2,2.0,1.0,1.0,9.0,4.118959107806692,0.0,4.944376E-5,4.9486578E-5,19,6.009079089840368E-5,0.005107853298922164,0,22,0.0
1550.0,FMN,3743.0,3,3,6,6.0,3.0,3.0,8.0,3.8574969021065675,66.57069060700206,9.888752E-5,9.8973156E-5,3,1.6449417697818038E-4,0.0062797092662740025,0,22,0.33333334
1551.0,CRP,3744.0,3,4,7,7.0,3.0,4.0,8.0,3.5975836431226766,1.0285670322497165,9.888752E-5,9.8973156E-5,3,9.975477434374064E-5,0.016698358468549297,0,22,0.6666667
1552.0,SYR,3745.0,16,16,32,32.0,16.0,16.0,7.0,3.3550185873605947,778.1760883103308,4.2027194E-4,4.2063592E-4,3,3.266012810150135E-4,0.09872078298830585,0,22,0.84166664
1553.0,MDW,3747.0,75,74,149,149.0,75.0,74.0,7.0,3.203841387856258,11701.882402589754,0.0018788629,0.0018804899,3,0.0014735788393262699,0.21638964831319507,0,22,0.3189189
1554.0,SJC,3748.0,30,29,59,59.0,30.0,29.0,8.0,3.155824039653036,770.000805044782,7.6637825E-4,7.670419E-4,3,6.302473144300392E-4,0.12087301474386243,0,22,0.60229886
1555.0,HOB,3749.0,1,1,2,2.0,1.0,1.0,8.0,3.6592317224287485,0.0,4.944376E-5,4.9486578E-5,3,6.44668602786497E-5,0.007159347708945556,0,22,0.0
1556.0,DEN,3751.0,168,169,337,337.0,168.0,169.0,7.0,2.858736059479554,287787.0035817555,0.0041779974,0.0041816155,3,0.004418632992674326,0.36859328983447814,0,22,0.12725374
1557.0,PHL,3752.0,121,122,243,243.0,121.0,122.0,7.0,2.8513011152416357,73465.24802415182,0.0030160693,0.0030186812,3,0.0023572229396630427,0.4667538305716199,0,22,0.235839
1558.0,SUX,3753.0,1,1,2,2.0,1.0,1.0,8.0,3.59820322180917,0.0,4.944376E-5,4.9486578E-5,3,6.44663458590535E-5,0.009173168880094928,0,22,0.0
1559.0,MCN,3754.0,2,2,4,4.0,2.0,2.0,8.0,3.659541511771995,0.0,7.416563E-5,7.4229865E-5,3,8.19677907123063E-5,0.013746164357233996,0,22,1.0
1560.0,CMH,3759.0,32,32,64,64.0,32.0,32.0,7.0,3.193308550185874,207.58494470886114,8.15822E-4,8.165285E-4,3,6.143270358438933E-4,0.1723792624692666,0,22,0.8077651
1561.0,GAL,3764.0,6,5,11,11.0,6.0,5.0,9.0,4.704460966542751,15698.133333333264,1.7305315E-4,1.7320302E-4,18,4.2940469162294325E-4,0.0011762615300651017,0,22,0.3
1562.0,TXK,3770.0,1,1,2,2.0,1.0,1.0,8.0,3.6939281288723667,0.0,4.944376E-5,4.9486578E-5,3,6.586180075922053E-5,0.00714458886201221,0,22,0.0
1563.0,PBG,3771.0,5,5,10,10.0,5.0,5.0,8.0,3.7338909541511773,104.47645930388134,1.4833127E-4,1.4845973E-4,3,1.4347868606183004E-4,0.01353612043481408,0,22,0.3
1564.0,ANC,3774.0,34,34,68,68.0,34.0,34.0,8.0,3.3104089219330857,739890.3021471106,8.652658E-4,8.660151E-4,18,0.0022554061203218347,0.0578370017022259,0,22,0.09536542
1565.0,GRK,3775.0,3,3,6,6.0,3.0,3.0,8.0,3.546158612143742,0.0,9.888752E-5,9.8973156E-5,3,1.031346140141346E-4,0.022930761555637755,0,22,1.0
1566.0,BLI,3777.0,9,9,18,18.0,9.0,9.0,8.0,3.4761462205700124,156.67048221799647,2.472188E-4,2.4743288E-4,3,2.2369095109669475E-4,0.03151170589728061,0,22,0.75
1567.0,MOB,3782.0,5,5,10,10.0,5.0,5.0,8.0,3.43184634448575,0.0,1.4833127E-4,1.4845973E-4,3,1.3900361985636964E-4,0.03821608118506907,0,22,1.0
1568.0,SAF,3784.0,3,3,6,6.0,3.0,3.0,8.0,3.4464064436183395,0.0,9.888752E-5,9.8973156E-5,3,1.0776717439450293E-4,0.0207630887620533,0,22,1.0
1569.0,BLV,3790.0,1,1,2,2.0,1.0,1.0,9.0,4.680607187112764,0.0,4.944376E-5,4.9486578E-5,3,6.665235369178911E-5,0.0010861765856454487,0,22,0.0
1570.0,RSW,3793.0,33,33,66,66.0,33.0,33.0,7.0,3.2329615861214376,996.7800309479014,8.405439E-4,8.4127183E-4,3,6.327699069794711E-4,0.1524546943355561,0,22,0.62310606
1571.0,AKN,3794.0,6,5,11,11.0,6.0,5.0,9.0,4.306691449814126,41928.0,1.7305315E-4,1.4845973E-4,18,6.323898255465032E-4,0.0018630928915417402,0,22,0.055555556
1572.0,JHM,3796.0,2,2,4,4.0,2.0,2.0,9.0,3.92905824039653,0.0,7.416563E-5,7.4229865E-5,3,9.152470439066898E-5,0.003489209830370317,0,22,1.0
1573.0,JFK,3797.0,160,162,322,322.0,160.0,162.0,7.0,2.5489467162329618,279687.08480940625,0.0039802226,0.0039836694,3,0.0031189032570190546,0.6876098131802352,0,22,0.19442527
1574.0,CYS,3804.0,2,2,4,4.0,2.0,2.0,8.0,3.857806691449814,6456.000000000001,7.416563E-5,7.4229865E-5,3,1.6843969888349046E-4,0.0059797568314861466,0,22,0.0
1575.0,SCK,3805.0,1,1,2,2.0,1.0,1.0,8.0,3.846654275092937,0.0,4.944376E-5,4.9486578E-5,3,6.406629441790475E-5,0.005680678967428308,0,22,0.0
1576.0,CHS,3806.0,19,20,39,39.0,19.0,20.0,8.0,3.299256505576208,15.64751653083593,4.944376E-4,4.9486576E-4,3,3.741354012841167E-4,0.11260212541638318,0,22,0.8894737
1577.0,RNO,3807.0,14,13,27,27.0,14.0,13.0,8.0,3.3612143742255265,5.112544243478761,3.7082817E-4,3.7114933E-4,3,3.118184845644123E-4,0.06927805032407156,0,22,0.9010989
1578.0,KTN,3808.0,11,12,23,23.0,11.0,12.0,8.0,3.748760842627014,67333.93595364004,2.9666253E-4,2.9691946E-4,18,9.215136888330504E-4,0.006761056812593397,0,22,0.07692308
1579.0,BHM,3811.0,20,20,40,40.0,20.0,20.0,8.0,3.341078066914498,134.12179328078426,5.191595E-4,5.196091E-4,3,4.007142274706081E-4,0.10188239932047134,0,22,0.7631579
1580.0,MOD,3816.0,1,1,2,2.0,1.0,1.0,8.0,3.719640644361834,0.0,4.944376E-5,4.9486578E-5,3,6.442036027955547E-5,0.006095755042426856,0,22,0.0
1581.0,SMF,3817.0,29,28,57,57.0,29.0,28.0,8.0,3.23729863692689,1192.2973621954661,7.4165635E-4,7.4229867E-4,3,6.201240235825378E-4,0.12484672106728713,0,22,0.6502463
1582.0,COS,3819.0,11,11,22,22.0,11.0,11.0,8.0,3.2983271375464684,3.4277967646388694,2.9666253E-4,2.9691946E-4,3,2.592714001172075E-4,0.07354479488136928,0,22,0.9818182
1583.0,FDH,382.0,12,12,24,24.0,12.0,12.0,8.0,3.352540272614622,124.5111407502856,3.2138443E-4,3.2166275E-4,19,2.1308955982268224E-4,0.07454153726630708,0,22,0.57575756
1584.0,BUF,3820.0,20,20,40,40.0,20.0,20.0,8.0,3.359665427509294,4.107374330744161,5.191595E-4,5.196091E-4,3,3.9263667863930943E-4,0.11518642348851707,0,22,0.93157893
1585.0,CDC,3824.0,1,1,2,2.0,1.0,1.0,9.0,4.020755885997522,0.0,4.944376E-5,4.9486578E-5,3,6.727506992224469E-5,0.003795961845796921,0,22,0.0
1586.0,BDL,3825.0,26,26,52,52.0,26.0,26.0,7.0,3.2122057001239157,172.24779952729284,6.674907E-4,6.6806877E-4,3,5.086972557175723E-4,0.13707705776897014,0,22,0.84923077
1587.0,MFE,3826.0,5,5,10,10.0,5.0,5.0,8.0,3.5238537794299876,14.411468105608842,1.4833127E-4,1.4845973E-4,3,1.497731041690689E-4,0.02478008446004045,0,22,0.9
1588.0,LBB,3829.0,7,7,14,14.0,7.0,7.0,8.0,3.509293680297398,70.57854752182877,1.9777504E-4,1.9794631E-4,3,1.7862659777081463E-4,0.02999975539455887,0,22,0.60714287
1589.0,ORD,3830.0,203,206,409,409.0,203.0,206.0,7.0,2.5985130111524164,518478.06100867497,0.005043263,0.005047631,3,0.004440403806467712,0.6181693761611101,0,22,0.12391665
1590.0,FAI,3832.0,19,17,36,36.0,19.0,17.0,8.0,3.7078686493184634,156911.65706695328,4.944376E-4,4.9486576E-4,18,0.0017487621376415107,0.008961631068331654,0,22,0.051948052
1591.0,ART,3838.0,2,2,4,4.0,2.0,2.0,8.0,3.56815365551425,0.0,7.416563E-5,7.4229865E-5,3,8.088961823248737E-5,0.015937451681829515,0,22,1.0
1592.0,PSP,3839.0,17,17,34,34.0,17.0,17.0,8.0,3.309479553903346,87.80004009067272,4.449938E-4,4.4537918E-4,3,3.9262946172197285E-4,0.08228669824624177,0,22,0.875
1593.0,AMA,3840.0,5,6,11,11.0,5.0,6.0,8.0,3.5071251548946716,16.13446052420704,1.4833127E-4,1.4845973E-4,3,1.414642717245685E-4,0.026667768203448954,0,22,0.6
1594.0,FOE,3843.0,1,1,2,2.0,1.0,1.0,8.0,3.59820322180917,0.0,4.944376E-5,4.9486578E-5,3,6.44663458590535E-5,0.009173168880094928,0,22,0.0
1595.0,ILM,3845.0,5,5,10,10.0,5.0,5.0,8.0,3.6452912019826518,0.0,1.4833127E-4,1.4845973E-4,3,1.3095846198899735E-4,0.028766126375625586,0,22,1.0
1596.0,BTR,3846.0,4,4,8,8.0,4.0,4.0,8.0,3.5390334572490705,0.0,1.236094E-4,1.2371644E-4,3,1.2068156228009712E-4,0.029042912304974137,0,22,1.0
1597.0,TYR,3848.0,2,2,4,4.0,2.0,2.0,8.0,3.6000619578686495,0.0,7.416563E-5,7.4229865E-5,3,8.418437275508924E-5,0.014303936570957762,0,22,1.0
1598.0,BWI,3849.0,72,72,144,144.0,72.0,72.0,7.0,3.0724907063197024,4498.782890054471,0.0018046972,0.0018062601,3,0.0014242252398959374,0.2641448619991842,0,22,0.43877152
1599.0,LNY,3851.0,2,3,5,5.0,2.0,3.0,9.0,3.9281288723667904,0.0,7.416563E-5,7.4229865E-5,3,9.297999733842297E-5,0.0038894122575596243,0,22,1.0
1600.0,AEX,3852.0,3,3,6,6.0,3.0,3.0,8.0,3.546158612143742,0.0,9.888752E-5,9.8973156E-5,3,1.031346140141346E-4,0.022930761555637755,0,22,1.0
1601.0,CDB,3854.0,4,4,8,8.0,4.0,4.0,9.0,4.308240396530359,19362.0,1.236094E-4,1.2371644E-4,18,4.8065580057807375E-4,0.0015537921832487354,0,22,0.0
1602.0,TUL,3855.0,18,18,36,36.0,18.0,18.0,8.0,3.298636926889715,525.125727061397,4.697157E-4,4.7012247E-4,3,3.789527080881468E-4,0.0969490330354974,0,22,0.73202616
1603.0,SIT,3856.0,2,2,4,4.0,2.0,2.0,9.0,4.707868649318463,0.0,7.416563E-5,7.4229865E-5,18,1.8910682423690638E-4,6.171811369668717E-4,0,22,1.0
1604.0,ISP,3857.0,10,10,20,20.0,10.0,10.0,8.0,3.657992565055762,125.65323078275448,2.7194066E-4,2.7217617E-4,3,2.1658137359100208E-4,0.038576443870682015,0,22,0.56363636
1605.0,MSP,3858.0,130,130,260,260.0,130.0,130.0,7.0,2.8643122676579926,148941.53188793687,0.0032385662,0.0032413707,3,0.0029909874511944894,0.35380204782152674,0,22,0.19125073
1606.0,ILG,3859.0,6,6,12,12.0,6.0,6.0,8.0,3.6387856257744735,0.09651817716333845,1.7305315E-4,1.7320302E-4,3,1.514966057828924E-4,0.02642497578893005,0,22,0.8666667
1607.0,DUT,3860.0,3,3,6,6.0,3.0,3.0,1.0,1.0,6.0,9.888752E-5,9.8973156E-5,12,5.905704101437744E-4,4.4517667803123113E-4,4,31,0.0
1608.0,MSY,3861.0,39,39,78,78.0,39.0,39.0,7.0,3.183085501858736,543.5161220734329,9.888752E-4,9.897315E-4,3,7.371287912512635E-4,0.19543915743379067,0,22,0.8083671
1609.0,PWM,3862.0,12,2,14,14.0,12.0,2.0,8.0,3.538723667905824,0.4155199912097071,3.2138443E-4,3.2166275E-4,3,2.522215192239956E-4,0.08167894207330985,0,22,0.8787879
1610.0,OKC,3863.0,22,20,42,42.0,22.0,20.0,8.0,3.2639405204460967,895.5337383945497,5.686032E-4,5.6909566E-4,3,4.5250022410032304E-4,0.11321451905152302,0,22,0.74242425
1611.0,ALB,3864.0,19,19,38,38.0,19.0,19.0,8.0,3.387546468401487,12911.653776967569,4.944376E-4,4.9486576E-4,3,4.5513131228715366E-4,0.09818007268257786,0,22,0.76023394
1612.0,VDZ,3865.0,1,1,2,2.0,1.0,1.0,9.0,4.310099132589839,0.0,4.944376E-5,4.9486578E-5,18,1.0252977816785174E-4,0.0011075372800855411,0,22,0.0
1613.0,SNA,3867.0,22,21,43,43.0,22.0,21.0,8.0,3.2831474597273855,338.384711553015,5.686032E-4,5.6909566E-4,3,4.704631813800363E-4,0.1004857881585495,0,22,0.7099567
1614.0,CPR,3872.0,3,3,6,6.0,3.0,3.0,8.0,3.770755885997522,0.0,9.888752E-5,9.8973156E-5,3,1.0742097935004534E-4,0.015307236506991001,0,22,1.0
1615.0,VPS,3873.0,5,5,10,10.0,5.0,5.0,8.0,3.5343866171003717,0.0,1.4833127E-4,1.4845973E-4,3,1.3682815093999124E-4,0.03311532302124767,0,22,1.0
1616.0,EYW,3875.0,8,8,16,16.0,8.0,8.0,8.0,3.56815365551425,3.81356038598788,2.224969E-4,2.2268959E-4,3,1.8187933046788393E-4,0.03674488648815152,0,22,0.78571427
1617.0,CLT,3876.0,139,141,280,280.0,139.0,141.0,7.0,2.885377942998761,89696.0541256197,0.0034610631,0.0034640604,3,0.0029107287392875934,0.40485999921901417,0,22,0.1858156
1618.0,LAS,3877.0,133,133,266,266.0,133.0,133.0,7.0,2.8469640644361833,133438.25394008704,0.0033127319,0.0033156006,3,0.00280426549891758,0.37147270360246065,0,22,0.19013442
1619.0,MCO,3878.0,102,102,204,204.0,102.0,102.0,7.0,2.9101610904584883,43735.92579537779,0.0025463535,0.0025485586,3,0.002024791072192494,0.34143707157599285,0,22,0.27868375
1620.0,FLO,3879.0,1,1,2,2.0,1.0,1.0,8.0,3.885068153655514,0.0,4.944376E-5,4.9486578E-5,3,6.369123654874351E-5,0.0061121507493363675,0,22,0.0
1621.0,GTF,3880.0,7,7,14,14.0,7.0,7.0,8.0,3.652106567534077,56.64838475197483,1.9777504E-4,1.9794631E-4,3,1.9300465029558033E-4,0.026767613353041467,0,22,0.6904762
1622.0,YNG,3881.0,4,4,8,8.0,4.0,4.0,8.0,4.276641883519207,10.268394459701117,1.236094E-4,1.2371644E-4,3,1.2559711869552799E-4,0.0035721590744315405,0,22,0.0
1623.0,BKK,3885.0,121,121,242,242.0,121.0,121.0,8.0,2.782527881040892,240222.45459791445,0.0030160693,0.0030186812,6,0.002663086099559819,0.4335091943705438,0,22,0.1963826
1624.0,NAH,3886.0,1,1,2,2.0,1.0,1.0,10.0,4.791201982651796,0.0,4.944376E-5,4.9486578E-5,6,8.425806642043623E-5,3.3818600865299084E-4,0,22,0.0
1625.0,KDI,3890.0,2,2,4,4.0,2.0,2.0,9.0,4.1446716232961585,0.0,7.416563E-5,7.4229865E-5,6,1.092664209728149E-4,0.002933670157284792,0,22,1.0
1626.0,MLG,3894.0,2,2,4,4.0,2.0,2.0,9.0,4.116171003717472,0.0,7.416563E-5,7.4229865E-5,6,9.790922386015025E-5,0.003940858746199427,0,22,1.0
1627.0,BDO,3896.0,9,9,18,18.0,9.0,9.0,9.0,3.7831474597273855,325.94241269559035,2.472188E-4,2.4743288E-4,6,2.8374955901510105E-4,0.014431008418412827,0,22,0.5833333
1628.0,JOG,3898.0,13,13,26,26.0,13.0,13.0,9.0,3.776022304832714,336.9642420017931,3.461063E-4,3.4640604E-4,6,4.0397908092244854E-4,0.018209245529578536,0,22,0.64102566
1629.0,SRG,3901.0,9,9,18,18.0,9.0,9.0,9.0,3.779739776951673,569.0832915904199,2.472188E-4,2.4743288E-4,6,2.8952216280584125E-4,0.016302907438941514,0,22,0.6944444
1630.0,BTH,3903.0,17,17,34,34.0,17.0,17.0,9.0,4.106877323420075,6765.658427181935,4.449938E-4,4.4537918E-4,6,6.360419939278699E-4,0.009023453666212577,0,22,0.23161764
1631.0,TJQ,3904.0,2,2,4,4.0,2.0,2.0,9.0,4.148079306071871,0.0,7.416563E-5,7.4229865E-5,6,1.0751824499464745E-4,0.0025918093731828653,0,22,1.0
1632.0,PGK,3905.0,4,4,8,8.0,4.0,4.0,9.0,4.1462205700123915,3.8666666666666663,1.236094E-4,1.2371644E-4,6,1.7299947117767849E-4,0.0033214537701817433,0,22,0.6666667
1633.0,TNJ,3906.0,1,1,2,2.0,1.0,1.0,9.0,4.1483890954151175,0.0,4.944376E-5,4.9486578E-5,6,7.075584468562259E-5,0.0023819177481624464,0,22,0.0
1634.0,BDJ,3908.0,8,8,16,16.0,8.0,8.0,9.0,4.144361833952912,622.5674616124321,2.224969E-4,2.2268959E-4,6,2.8940271087970115E-4,0.005351613871326097,0,22,0.5
1635.0,PKN,3910.0,7,7,14,14.0,7.0,7.0,9.0,4.145291201982652,3453.279411021848,1.9777504E-4,1.9794631E-4,6,2.689533756338475E-4,0.004617955963946937,0,22,0.46666667
1636.0,PKY,3911.0,2,2,4,4.0,2.0,2.0,9.0,4.147149938042132,0.0,7.416563E-5,7.4229865E-5,6,9.768651115949552E-5,0.0031974311181077017,0,22,1.0
1637.0,MOF,3913.0,2,2,4,4.0,2.0,2.0,9.0,4.295539033457249,0.0,7.416563E-5,7.4229865E-5,6,1.1409768542189862E-4,0.0017799582174515092,0,22,1.0
1638.0,ENE,3914.0,2,2,4,4.0,2.0,2.0,10.0,5.244733581164808,1.0,7.416563E-5,7.4229865E-5,6,1.441291945570782E-4,3.9704521777009607E-4,0,22,0.0
1639.0,KOE,3916.0,6,6,12,12.0,6.0,6.0,9.0,4.245662949194548,3890.2604196789057,1.7305315E-4,1.7320302E-4,6,2.8799994069419587E-4,0.0033289403181017254,0,22,0.33333334
1640.0,LBJ,3917.0,2,2,4,4.0,2.0,2.0,9.0,4.295539033457249,2596.2148679192164,7.416563E-5,7.4229865E-5,6,1.3455260647546313E-4,0.0017161324843025445,0,22,0.0
1641.0,BPN,3919.0,14,14,28,28.0,14.0,14.0,9.0,3.7754027261462206,7152.7758703709815,3.7082817E-4,3.7114933E-4,6,4.851323665129336E-4,0.01795677529593621,0,22,0.489011
1642.0,TRK,3920.0,5,5,10,10.0,5.0,5.0,9.0,4.14188351920694,30.202720607640508,1.4833127E-4,1.4845973E-4,6,1.9767038778366824E-4,0.004478284632884967,0,22,0.6
1643.0,BMU,3924.0,2,2,4,4.0,2.0,2.0,9.0,4.295848822800496,0.0,7.416563E-5,7.4229865E-5,6,1.0283124713060207E-4,0.002001886030179004,0,22,1.0
1644.0,WGP,3927.0,1,1,2,2.0,1.0,1.0,9.0,4.296158612143742,0.0,4.944376E-5,4.9486578E-5,6,7.329766745730866E-5,0.00155894099803698,0,22,0.0
1645.0,SUB,3928.0,26,25,51,51.0,26.0,25.0,8.0,3.480173482032218,11947.402014223559,6.674907E-4,6.6806877E-4,6,7.920780392616753E-4,0.038610938680552216,0,22,0.29846153
1646.0,SOC,3929.0,4,4,8,8.0,4.0,4.0,9.0,3.785006195786865,242.69587255039096,1.236094E-4,1.2371644E-4,6,1.4343246534980524E-4,0.01283652005913838,0,22,0.6666667
1647.0,ICN,3930.0,131,131,262,262.0,131.0,131.0,7.0,2.63909541511772,293204.1715774936,0.003263288,0.003266114,9,0.0026853214197541395,0.4598733056114669,0,22,0.1888813
1648.0,CNX,3931.0,26,26,52,52.0,26.0,26.0,8.0,3.413258983890954,22982.170214877657,6.674907E-4,6.6806877E-4,9,6.91820159083938E-4,0.07684799532381109,0,22,0.41846153
1649.0,CEI,3932.0,3,3,6,6.0,3.0,3.0,9.0,3.752478314745973,29.512766427043104,9.888752E-5,9.8973156E-5,9,1.1198874570164763E-4,0.010860582765901525,0,22,0.6666667
1650.0,NST,3933.0,1,1,2,2.0,1.0,1.0,9.0,4.516728624535316,0.0,4.944376E-5,4.9486578E-5,9,7.557776581430627E-5,0.0013907526531004599,0,22,0.0
1651.0,KOP,3936.0,1,1,2,2.0,1.0,1.0,9.0,4.516728624535316,0.0,4.944376E-5,4.9486578E-5,9,7.557776581430627E-5,0.0013907526531004599,0,22,0.0
1652.0,UBP,3937.0,2,2,4,4.0,2.0,2.0,9.0,3.770446096654275,29.512766427043104,7.416563E-5,7.4229865E-5,9,9.42853801029122E-5,0.007836563864946204,0,22,0.0
1653.0,KKC,3938.0,2,2,4,4.0,2.0,2.0,9.0,3.770446096654275,29.512766427043104,7.416563E-5,7.4229865E-5,9,9.42853801029122E-5,0.007836563864946204,0,22,0.0
1654.0,THS,3939.0,1,1,2,2.0,1.0,1.0,9.0,3.782218091697646,0.0,4.944376E-5,4.9486578E-5,6,6.485190257138691E-5,0.006445811211845742,0,22,0.0
1655.0,DPS,3940.0,42,42,84,84.0,42.0,42.0,8.0,3.296468401486989,67892.32594808788,0.0010630408,0.0010639614,6,0.0013416952325114345,0.08653893454768888,0,22,0.25377467
1656.0,ATH,3941.0,102,104,206,206.0,102.0,104.0,8.0,2.962825278810409,118523.2414888841,0.0025463535,0.0025485586,19,0.0020339147060152306,0.4943499539908717,0,22,0.2701643
1657.0,NGO,3942.0,43,42,85,85.0,43.0,42.0,8.0,3.070631970260223,12169.243644392081,0.0010877626,0.0010887047,9,9.602690423352543E-4,0.12173004292076182,0,22,0.30509412
1658.0,UKB,3943.0,8,8,16,16.0,8.0,8.0,9.0,3.9101610904584883,20.65448497905195,2.224969E-4,2.2268959E-4,9,2.3399751600763704E-4,0.008023204905863742,0,22,0.4642857
1659.0,PUW,3944.0,2,2,4,4.0,2.0,2.0,8.0,3.759913258983891,0.0,7.416563E-5,7.4229865E-5,3,9.998748999583089E-5,0.005305803349778434,0,22,1.0
1660.0,LWS,3945.0,4,4,8,8.0,4.0,4.0,8.0,3.744733581164808,16.477371613753384,1.236094E-4,1.2371644E-4,3,1.5104444410090487E-4,0.010134698628054455,0,22,0.6666667
1661.0,ELM,3946.0,5,5,10,10.0,5.0,5.0,8.0,3.5548327137546467,164.41235256690163,1.4833127E-4,1.4845973E-4,3,1.3865874085512556E-4,0.023746367685441083,0,22,0.3
1662.0,ITH,3947.0,3,3,6,6.0,3.0,3.0,8.0,3.590458488228005,0.0,9.888752E-5,9.8973156E-5,3,9.581444916045495E-5,0.02170981093336027,0,22,1.0
1663.0,MRY,3948.0,6,6,12,12.0,6.0,6.0,8.0,3.478004956629492,0.0,1.7305315E-4,1.7320302E-4,3,1.5998246374566882E-4,0.03321736816143575,0,22,1.0
1664.0,SBA,3949.0,6,6,12,12.0,6.0,6.0,8.0,3.4693308550185873,0.0,1.7305315E-4,1.7320302E-4,3,1.6572718173026653E-4,0.03215917193409388,0,22,1.0
1665.0,DAB,3950.0,2,2,4,4.0,2.0,2.0,8.0,3.676270136307311,0.0,7.416563E-5,7.4229865E-5,3,8.264147780778887E-5,0.014738975734016344,0,22,1.0
1666.0,RIX,3953.0,68,68,136,136.0,68.0,68.0,8.0,3.1174101610904583,6166.950739517988,0.0017058096,0.0017072869,19,0.001022337284836587,0.38840289269705003,0,22,0.41812995
1667.0,KUN,3956.0,19,19,38,38.0,19.0,19.0,8.0,3.63816604708798,110.37929860966378,4.944376E-4,4.9486576E-4,19,2.917812884710417E-4,0.0807556353517595,0,22,0.41520467
